Thread No,Title,Category
3599,Wheel bumper cod,General Car Discussion
3600,All New Maruti-Suzuki Jimny 5-Door launched in India,General Car Discussion
3601,Best fuel economy suv in Pakistan,General Car Discussion
3602,Interior detailing,Honda
3603,Honda City - Fuel pressure drops to 30 psi,Honda
3604,"I got my honda city 2002 engine washed by water, and it’s doing missing now",Honda
3605,Honda Vezel Mechanic,Honda
3606,Honda City 2018 MT Noise and vibration,Honda
3607,"Civic 8th Gen, Extremely Bad Short Term Fuel Trim! Need Help!",Honda
3608,Hot car doesn’t crank,Honda
3609,When Pakistan will become industrial state,Honda
3610,Is Honda Point Ghazi Rd or Honda Ring Rd is better for service and oil change of Honda City?,Honda
3611,Honda city 2008 coolant,Honda
3612,Honda civic 2004 prosmatic throttle body problem and fuel average is down,Honda
3613,FS: Pioneer Components (SOLD),"Buy, Sell & Exchange"
3614,Honda Civic X OEM parts for sale,"Buy, Sell & Exchange"
3615,PM to Lay Foundation of Sukkur-Hyderabad Motorway Today,General Car Discussion
3616,Toyota Surf Engine Conversion,Toyota
3617,How much of an impact does A/C have on fuel efficiency?,General Car Discussion
3618,Toyota camry cruise control,Toyota
3619,Vitz 2018 Fuel Average,Toyota
3620,Toyota corolla 1996 1.5 efi 5afe fuel smell and low average issuw,Toyota
3621,Want to Upgrade from Yaris 1.3 CVT,Toyota
3622,Corolla versus Cultus Maintenence,Toyota
3623,Import of parts/ experience on importing parts/ documents required,Toyota
3624,Toyota corolla 2.0D saloon poor performance issue,Toyota
3625,Toyota Vitz 2011 Engine Issue,Toyota
3626,Hybrid cars maintenance cost for Toyota Aqua,Toyota
3627,Experts opinion For buying a Budget Automatic Transmission car,Toyota
3628,Honda Pridor 100 Fuel Average,Bike Forums
3629,Honda City 1.5 MT Fuel Average Problem,Honda
3630,Multimedia system for city 2018,Honda
3631,Wagon-R VXL Gear Shifting,Suzuki
3632,Fuel gauge work when car lights are onn,Suzuki
3633,Transfer of ownership in Lahore (Pending for Inspection Status),General Car Discussion
3634,Car registration - Islamabad,General Car Discussion
3635,Number Plates not received even after 1 year of registration,General Car Discussion
3636,I bought a 2012 Corolla GLi in Lahore that is registered in lslamabad,General Car Discussion
3637,How do I import a car from Japan?,General Car Discussion
3638,Get Car Owner’s contact info?,General Car Discussion
3639,What if buyer’s incorrect CNIC information was added to the form using epay for transfer of vehicle?,General Car Discussion
3640,Transfer of Islamabad Number Vehicle,General Car Discussion
3641,Buyer not transferring car,General Car Discussion
3642,Buying Second Hand Car Guide,General Car Discussion
3643,Honda City 1.3 manual Heating up,Honda
3644,How to install honda civic 1996 ek3 mi ferio navigation gps system,Honda
3645,Honda city 2001 Paint Code,Honda
3646,Hail Damage Honda City,Honda
3647,Horrible Noise & Vibration from Engine,Suzuki
3648,Pak Suzuki Ordered to Refund Excess Sales Tax to Buyers,General Car Discussion
3649,ویڈیو – افغان سپر کار میں کس ٹویوٹا کار کا انجن استعمال کیا گیا ہے؟,General Car Discussion
3650,Japanese Alto vs Pakistani Alto (Automatic Transmission Comparison),Suzuki
3651,Need good mechanic recommendations for SUVs of the nineties,Toyota
3652,Need to get compression test done,Toyota
3653,Is It Possible To Convert A Basic Hilux To A Higher End Variant?,Toyota
3654,Toyota 1kz vs 2L turbo engine weight difference,Toyota
3655,2024 Fake USDT Tether Sender Software Fake USDT Flasher Sender Software App Tool,Toyota
3656,Islamabad to Shogran (Complete Guide),Travel N Tours
3657,Travel to Neelum Valley from Karachi on YBR 125,Travel N Tours
3658,Honda City 2008 IDSi - Jerking & AC compressor cracker sound/noise,Honda
3659,Weird Honda City 2013 RPM Drop Issue,Honda
3660,AE85 Restoration - 3SGE Beams,Toyota
3661,Reborn 2012 power pump oil leakage,Honda
3662,15-Year-Old Girl Wins Swabi Water Cross Jeep Race,General Car Discussion
3663,SPTA car polishers for sale,"Buy, Sell & Exchange"
3664,Looking for a Car,"Buy, Sell & Exchange"
3665,PAMA Report: Car Sales Drop by 8% last Month,General Car Discussion
3666,Aqua 2012/13 fuel consumption problem,Toyota
3667,Need SD Media card for Eclipse AVN-G05,Toyota
3668,Help me to make a buying decision!,General Car Discussion
3669,Khyber overheating after engine overhaul,Suzuki
3670,Rebirth of Khyber 1996 - Daniyal,Suzuki
3671,Swift GTI mk1 bumper reqd,Suzuki
3672,Engine rebuild or swap?,Suzuki
3673,Windshield for khyber,Suzuki
3674,Fuel average is drastic different from direct bottle and from Fuel Tank,Suzuki
3675,Tyres for Khyber,Suzuki
3676,Honda Civic 2004 Vti Battery Drain Issue,Honda
3677,Honda Integra - D16 Engine EFI - Ignition coil Issue,Honda
3678,Can I use Toyota Radiator Coolant in Honda City 2018?,Honda
3679,Tyres,Honda
3680,Honda N WGN PGM F1 error code,Honda
3681,Honda CIty 2016 1.5 Aspire MT,Honda
3682,Police Auction Vigo,General Car Discussion
3683,First Car Under Very Limited Budget,General Car Discussion
3684,Wheel center caps?,General Car Discussion
3685,Cleaning and Maintaining a Black Car in Karachi,General Car Discussion
3686,Indus motors offers cars on instalments through Meezan and Alfalah car ijara,General Car Discussion
3687,Where to buy real spark plugs?,General Car Discussion
3688,Car buying in another province,General Car Discussion
3689,Car Insurance,General Car Discussion
3690,No oil on dipstick after changing the oil,Suzuki
3691,Related to Car Conversions,General Car Discussion
3692,Launch Of Suzuki Swift Delayed,General Car Discussion
3693,Car Financing Declines For 5th Consecutive Month,General Car Discussion
3694,Need help to choose best value to money brake pads for GLI 13 model,Toyota
3695,Help me read Transmission dip stick,Toyota
3696,Need a good engine mechanic or wiring specialist,Toyota
3697,Help me in opening GLi auto Valve body,Toyota
3698,1nz with cvt trany in 11 gen corolla,Toyota
3699,Sunroof installation,Toyota
3700,"Need to Buy LCD, back camera for my Corolla XLi 2012",Toyota
3701,Altis Grandee 2018 Facelift - Poor Fuel Avg 7-9km/ltr,Toyota
3702,1nz with CVT trany swap cost,Toyota
3703,Haval H6 1.5 FWT vs Honda Civic 1.5 Oriel 2023,General Car Discussion
3704,Is it adviseable to swap honda acty 660cc engine with 1000cc?,Honda
3705,Need help deciding to buy a honda civic 2018 1.0 Turbo hatchback,Honda
3706,ملت ٹریکٹرز نے دوبارہ پروڈکشن کا آغاز کر دیا,General Car Discussion
3707,Tax increase,General Car Discussion
3708,Is it worth buying a german car as a secondary?,General Car Discussion
3709,My 4th car in the UK - ‘23 VW Polo,Casual Forums
3710,Ground Clearance,Suzuki
3711,Petrol Starting Problem,Suzuki
3712,"Correction of Owner Name, Owner City, Make, Engine No. Color etc. on Punjab Smart Card",General Car Discussion
3713,New number plates,General Car Discussion
3714,Honda Civic RS 11 Gen 2023 Model knocking issue,Honda
3715,Insurance claim from Honda dealerships in Islamabad,Honda
3716,Steering and ABS light Continuously blinking/Flashinng,Toyota
3717,Punjab To Introduce New System To fight bogus Car Transfers,General Car Discussion
3718,ٹیسلا گاڑیوں کی قیمتوں میں 30 لاکھ روپے تک کی کمی,General Car Discussion
3719,Advice on what Bike to buy 1st time rider?,Bike Forums
3720,Motorcycle fuel level metre gauge,Bike Forums
3721,Focal Access 165AS3,"Buy, Sell & Exchange"
3722,All new 3rd generation Toyota Innova Hycross launched in India,General Car Discussion
3723,Honda City iDSI 2005-07 vs Suzuki Cultus 2012-15 for Careem or InDriver,General Car Discussion
3724,Toyota 1GD FTV Without DPF,Toyota
3725,Want to convert my Toyota corolla 2015 manual to automatic gear transmission?,Toyota
3726,How to change fuel average unit from l/100km to km/l?,Toyota
3727,Recommendation for Toyotoa Corolla GLI 2007,Toyota
3728,Civic X passenger seat height issue,General Car Discussion
3729,Wanted - 1995 Hilux LN107 pickup bed,Toyota
3730,Toyota Hilux 2022 Gear Shift Issue,Toyota
3731,Toyota Hilux LN 106 Workshop Manual Required,Toyota
3732,Toyota Refusing delivering an acceptable condition car,Toyota
3733,Car prices,General Car Discussion
3734,Fuel Average of Toyota Vigo 2009 Diesel 1kd 3.0 Turbo,Toyota
3735,Hilux Revo buying advice,Toyota
3736,"Buying a Toyota Hilux Tiger 2002-2003 model, suggestions needed",Toyota
3737,Passo 2008 meter - Mehran main lagana hai K06A engine - Help please,Toyota
3738,FS: Mi Robot Vacumm-Mop Essentials,"Buy, Sell & Exchange"
3739,Islamabad car in karachi,General Car Discussion
3740,Buying a Used Car under 40 Lak,General Car Discussion
3741,New engine swap in khyber,Suzuki
3742,Engine light appears and Echo Idle not working,Suzuki
3743,Toyota Fortuner,General Car Discussion
3744,Authentic Mechanic/Inspector for cars in DHA Karachi,General Car Discussion
3745,Petrol Pumps on M5 and M4,Travel N Tours
3746,Security situation on KKH and gilgit shandur road,Travel N Tours
3747,"Is my Itinery to Naran, Astore, Hunza is OK?",Travel N Tours
3748,Unlock code of my japnese multimedia HELP,Toyota
3749,Unable to upload pic on pakwheel,Site Feedback
3750,"Received used, repair and dirty trunk mat from Pakwheels autostore",Site Feedback
3751,Pakwheels autostore is pathetic,Site Feedback
3752,How to Contact Mr. Suneel Munj,Site Feedback
3753,Password change option on Pakwheels,Site Feedback
3754,Mobile Verification Code Not Received (Pakwheels Ad),Site Feedback
3755,Feedback needed on how to help a parent struggling with bereavement and the loss of their spouse?,Non Wheels Discussions
3756,Best Car Tracker in 2023,General Car Discussion
3757,Which small use car good for family under 15 lakh.?,General Car Discussion
3758,Tappet cover broken,Suzuki
3759,AWD drivetrain for Suzuki Swift / Swift Sedan,Suzuki
3760,Need reviews for Liqui Moly Engine Flush,Suzuki
3761,Honda Fit U0416(F8) error,Honda
3762,Honda fit 2015 gear,Honda
3763,Can you install Cruise Control in Honda Fit GP5 2013,Honda
3764,Suggestion for aqua,Toyota
3765,Suzuki Wagon R Plugs,Suzuki
3766,Change account name and assign e-mail address,Site Feedback
3767,Pakwheels website blunder,Site Feedback
3768,Background Notification in Pakwheels Forum App- a much needed feature,Site Feedback
3769,Its s request to kindly separate showroom cars and household cars by category on this website,Site Feedback
3770,"Verification code not received for add post, phone network converted from u fone to telnor",Site Feedback
3771,Best Honda Dealership in Islamabad/Rawlapindi for Periodic Maintenance,Honda
3772,Unknown message receive,General Car Discussion
3773,WTB: Toyota Yaris OEM Alloy Rims,"Buy, Sell & Exchange"
3774,Best Car Under 1 million Need Help,General Car Discussion
3775,How to pay for used Car?,General Car Discussion
3776,Islamabad Jeep Club offroading event on Sunday 13 th August 2023 at Rawat,4X4 and Off-Road Vehicles
3777,Honda Civic Cylinder Cap Leaking,Honda
3778,Looking for a new hybrid vehicle,Honda
3779,Whats is this thing in my Honda civic 2001 Diggy with speakers,Honda
3780,Has anyone gotten a K20C2 (2000cc) engine swapped in civic x?,Honda
3781,Suzuki Cultus 2008 Dashboard Fuse Box Headlights Connector Loose | Islamabad I,Suzuki
3782,Heatup on a.c,Toyota
3783,Rim Required,Toyota
3784,Crown facelift,Toyota
3785,Cultus 2011 water level going down,Suzuki
3786,Best santro mechanic in karachi,Hyundai
3787,Honda civic 2017,Honda
3788,Looking for a reliable 4x4 in exchange of a (EE90)1990 Toyota Corolla Automatic,"Buy, Sell & Exchange"
3789,Looking for an engine for my BJ 60 series LC,"Buy, Sell & Exchange"
3790,Civic 9th gen constant ticking sound,Honda
3791,Toyota vitz vs Honda N one,Honda
3792,"Suzuki Liana, 2006, Radiator Losses Water",Suzuki
3793,Mehran car,Suzuki
3794,Suzuki Jimny aka QUARTZ,Suzuki
3795,Suzuki Fx 1984 with 660cc 3 speed auto transmission,Suzuki
3796,Suzuki mehran engine knocking,Suzuki
3797,Suzuki mehran black smoke,Suzuki
3798,Toyota Vitz 2010/12.. Auto Gear Box,Toyota
3799,"Advice needed on a trip to Great Britain, United Kingdom for a week",Non Wheels Discussions
3800,Honda Vezel hybrid battery in Toyota Aqua 2015,Toyota
3801,And what is the mileage of CNG per kg in 1.3 automatic. Need suggestions,Toyota
3802,Toyota Corolla 2001 - Car Denting/Painting,Toyota
3803,What is this jugaar?,Toyota
3804,Toyota passo varient identification,Toyota
3805,Honda civic 2021 handbrake light flashing,Honda
3806,Best vehicle in budget of 5.00 mn approx,General Car Discussion
3807,Recommended Honda Civic 2017 1.8 Tyre Pressure?,Honda
3808,Optimizing Toyota Vitz for Fuel Efficiency: Recommended Tire Choices,Toyota
3809,Getting First time showered ! by AMM,Technical Forums
3810,How to best use “Honda City Clarion Audio Unit” at home,Technical Forums
3811,Best Petrol pump in Karachi,Technical Forums
3812,Car Care and Detailing Dreams (Part 3),Technical Forums
3813,Need password for nscp-w62 erc 00a88a984df77ffe,Technical Forums
3814,Mitsubishi Lancer 94 Restoration Guidance Required,Modified and Sports Cars
3815,Body frame out,Technical Forums
3816,Digital 2 analog speed-o-meter swap in vits 1st generation 2001,Technical Forums
3817,"Getting a car repainted, what to look our for?",Technical Forums
3818,Self Made 10KVA Generator,Technical Forums
3819,Sound system suggestion for Hyundai Santro Club model 2004,Technical Forums
3820,"Help? Where can I get a duplicate daihatsu push button key ,what is the procedure and price",Technical Forums
3821,USB video file information for Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2013,Technical Forums
3822,Android LCD Software Update? Is it Possible?,Technical Forums
3823,Installed Multi Aisle Condensor,Technical Forums
3824,Will condenser size decrease ac cooling,Technical Forums
3825,Honda Gathers Navigation help Required,Technical Forums
3826,Ignition Coil Primary circuit,Technical Forums
3827,B16B vs 4A-GE (BT) the factual and conclusive study,Technical Forums
3828,Suzuki G series Compatibility,Technical Forums
3829,Lancer jerk And missing issue while driving,Technical Forums
3830,Revo 2021 engine oil capacity,Technical Forums
3831,EFI Cars. How to address poor fuel consumption and Acceleration issues,Technical Forums
3832,Honda Vezel Transmission Oil,Technical Forums
3833,Identifying problem with Head Gas Kit,Technical Forums
3834,Hard Hydraulic Clutch Pedal,Technical Forums
3835,My car throws oil in air filter,Technical Forums
3836,Catalytic converter service of Civic 8th Gen,Technical Forums
3837,Car ac tripping,Technical Forums
3838,Custom Build Chopper (The Ultimate Cruising Machine),Technical Forums
3839,Konsa ac compressor best rahy ga alterations k sath gari me,Technical Forums
3840,Emblem/logos cleaning,Technical Forums
3841,"FS: Oehlbach Silver Stream 25 Type 1225 - 2x2, 5mm² Speaker Cable",Technical Forums
3842,XLI 2009 Engine Knocking,Technical Forums
3843,A Question about compressors!,Technical Forums
3844,High/Low Beam Not Working for LED Bulbs,Technical Forums
3845,DIY: Rust Proofing Your Car,Technical Forums
3846,Prado infotainment/Multimedia system recommendation,Technical Forums
3847,Power Steering Oil Pump,Technical Forums
3848,Where Can I Get Digital Meter for My Daewoo,Technical Forums
3849,PSO Carient Engine Oil - Share your experiences,Technical Forums
3850,Chinese Tyres any good?,Technical Forums
3851,Mitsubishi Mini Pajero 95 Turbo,Technical Forums
3852,F.s audio quality stuff amplifier subwoofer and headunit etc,Technical Forums
